NCESSchoolID,StateSchoolID,NCESDistrictID,StateDistrictID,LowGrade,HighGrade,SchoolName,District,CountyName,StreetAddress,City,State,ZIP,ZIP4-digit,Phone,LocaleCode,Locale,Charter,Magnet,TitleISchool,Title1SchoolWide,Students,Teachers,StudentTeacherRatio,FreeLunch,ReducedLunch
531011001685,2592,5310110,39007,-1 PK,05,ADAMS ELEMENTARY SCHOOL,YAKIMA SCHOOL DISTRICT,YAKIMA COUNTY,723 S 8TH ST,YAKIMA,WA,98901,3322.0,5095735101,13.0,City: Small,No,,Yes,Yes,708.0,44.06,16.1,626.0,38.0
530771001127,2138,5307710,17001,0 KG,05,ADAMS ELEMENTARY SCHOOL,SEATTLE PUBLIC SCHOOLS,KING COUNTY,6110 28 AV NW,SEATTLE,WA,98107,5314.0,2062521300,11.0,City: Large,No,,No,,536.0,32.34,16.6,89.0,9.0
530282000430,3519,5302820,17210,-1 PK,05,ADELAIDE ELEMENTARY SCHOOL,FEDERAL WAY SCHOOL DISTRICT,KING COUNTY,1635 SW 304TH ST,FEDERAL WAY,WA,98023,3431.0,2539452300,21.0,Suburb: Large,No,,Yes,Yes,401.0,28.45,14.1,242.0,28.0
530006000012,2227,5300060,21226,-1 PK,05,ADNA ELEMENTARY SCHOOL,ADNA SCHOOL DISTRICT,LEWIS COUNTY,P.O. BOX 28,ADNA,WA,98522,28.0,3607487029,42.0,Rural: Distant,No,,Yes,No,246.0,14.46,17.0,51.0,14.0
530006000013,2441,5300060,21226,06,12,ADNA MIDDLE/HIGH SCHOOL,ADNA SCHOOL DISTRICT,LEWIS COUNTY,P.O. BOX 148,ADNA,WA,98522,148.0,3607488552,42.0,Rural: Distant,No,,Yes,No,366.0,19.42,18.8,63.0,24.0
531011003399,5263,5310110,39007,07,12,ADULT JAIL,YAKIMA SCHOOL DISTRICT,YAKIMA COUNTY,104 NORTH 4TH AVENUE,YAKIMA,WA,98902,,5095735581,13.0,City: Small,No,,No,,5.0,,,,
530972001649,2822,5309720,39208,0 KG,05,AHTANUM VALLEY ELEMENTARY,WEST VALLEY SCHOOL DISTRICT (YAKIMA),YAKIMA COUNTY,3006 S WILEY RD,YAKIMA,WA,98908,9743.0,5099652031,41.0,Rural: Fringe,No,,Yes,Yes,253.0,19.42,13.0,119.0,22.0
530802002068,4265,5308020,31201,09,12,AIM HIGH SCHOOL,SNOHOMISH SCHOOL DISTRICT,SNOHOMISH COUNTY,1601 AVENUE D,SNOHOMISH,WA,98290,,3605633401,22.0,Suburb: Midsize,No,,Yes,Yes,143.0,4.6,31.1,59.0,6.0
530771001249,3774,5307710,17001,06,08,AKI KUROSE MIDDLE SCHOOL,SEATTLE PUBLIC SCHOOLS,KING COUNTY,3928 S GRAHAM ST,SEATTLE,WA,98118,3172.0,2062527700,11.0,City: Large,No,,Yes,Yes,727.0,45.7,15.9,434.0,101.0
530792001297,3674,5307920,17412,07,08,ALBERT EINSTEIN MIDDLE SCHOOL,SHORELINE SCHOOL DISTRICT,KING COUNTY,19343 3RD AVENUE N.W.,SHORELINE,WA,98177,3012.0,2063934730,21.0,Suburb: Large,No,,No,,734.0,35.2,20.9,159.0,62.0
530423002062,4256,5304230,17414,0 KG,06,ALCOTT ELEMENTARY,LAKE WASHINGTON SCHOOL DISTRICT,KING COUNTY,4213 - 228TH AVE NE,REDMOND,WA,98053,8333.0,4259362490,21.0,Suburb: Large,No,,No,,632.0,35.57,17.8,20.0,3.0
530042000098,3200,5300420,37501,-1 PK,05,ALDERWOOD ELEMENTARY SCHOOL,BELLINGHAM SCHOOL DISTRICT,WHATCOM COUNTY,3400 HOLLYWOOD AVE,BELLINGHAM,WA,98225,1198.0,3606766404,22.0,Suburb: Midsize,No,,Yes,Yes,244.0,19.38,12.6,183.0,14.0
530240000329,3560,5302400,31015,07,08,ALDERWOOD MIDDLE SCHOOL,EDMONDS SCHOOL DISTRICT,SNOHOMISH COUNTY,20000 28TH AVE W,LYNNWOOD,WA,98036,6998.0,4254317579,21.0,Suburb: Large,No,,Yes,Yes,714.0,36.93,19.3,254.0,58.0
530141002839,1825,5301410,27400,11,12,ALFARETTA HOUSE,CLOVER PARK SCHOOL DISTRICT,PIERCE COUNTY,10903 GRAVELLY LAKE DR SW,LAKEWOOD,WA,98499,1341.0,2535897455,13.0,City: Small,No,,No,,138.0,,,4.0,0.0
530771001129,2181,5307710,17001,-1 PK,05,ALKI ELEMENTARY SCHOOL,SEATTLE PUBLIC SCHOOLS,KING COUNTY,3010 59 AV SW,SEATTLE,WA,98116,2820.0,2062529050,11.0,City: Large,No,,No,,411.0,20.94,19.6,64.0,22.0
530927000578,4406,5309270,6037,06,08,ALKI MIDDLE SCHOOL,VANCOUVER SCHOOL DISTRICT,CLARK COUNTY,1800 NW BLISS RD,VANCOUVER,WA,98685,1823.0,3603133200,21.0,Suburb: Large,No,,No,,733.0,36.59,20.0,155.0,37.0
530486001191,4454,5304860,31025,-1 PK,05,ALLEN CREEK ELEMENTARY SCHOOL,MARYSVILLE SCHOOL DISTRICT,SNOHOMISH COUNTY,6505 60TH DR NE,MARYSVILLE,WA,98270,3498.0,3606530660,22.0,Suburb: Midsize,No,,Yes,No,491.0,27.9,17.6,152.0,40.0
530078000154,3603,5300780,29100,0 KG,08,ALLEN ELEMENTARY,BURLINGTON-EDISON SCHOOL DISTRICT,SKAGIT COUNTY,17145 COOK ROAD,BOW,WA,98232,9797.0,3607573352,41.0,Rural: Fringe,No,,Yes,Yes,436.0,33.61,13.0,308.0,40.0
530344000514,2968,5303440,13151,09,12,ALMIRA COULEE HARTLINE HIGH SCHOOL,COULEE-HARTLINE SCHOOL DISTRICT,GRANT COUNTY,413 N. 4TH STREET,COULEE CITY,WA,99115,98.0,5096325231,43.0,Rural: Remote,No,,Yes,No,80.0,7.34,10.9,25.0,9.0
530009000179,2860,5300090,22017,0 KG,08,ALMIRA ELEMENTARY SCHOOL,ALMIRA SCHOOL DISTRICT,LINCOLN COUNTY,PO BOX 217,ALMIRA,WA,99103,217.0,5096392414,43.0,Rural: Remote,No,,Yes,No,115.0,11.17,10.3,36.0,8.0
530030000029,3825,5300300,17408,-1 PK,05,ALPAC ELEMENTARY SCHOOL,AUBURN SCHOOL DISTRICT,KING COUNTY,310 MILWAUKEE BLVD N,PACIFIC,WA,98047,1122.0,2539314976,21.0,Suburb: Large,No,,Yes,Yes,526.0,33.69,15.6,274.0,61.0
530945001604,2407,5309450,36140,09,12,ALTERNATIVE EDUCATION PROGRAM,WALLA WALLA PUBLIC SCHOOLS,WALLA WALLA COUNTY,500 TAUSICK WAY,WALLA WALLA,WA,99362,2907.0,5095274687,13.0,City: Small,No,,No,,114.0,,,37.0,3.0
530108000389,3936,5301080,18401,10,12,ALTERNATIVE HIGH SCHOOL,CENTRAL KITSAP SCHOOL DISTRICT,KITSAP COUNTY,10120 FRONTIER PLACE NW,SILVERDALE,WA,98383,8.0,3606622570,13.0,City: Small,No,,Yes,Yes,148.0,7.64,19.4,60.0,10.0
530825002362,1566,5308250,32081,-1 PK,-1 PK,ALTERNATIVE NORTHEAST COMMUNITY CENTER PRESCHOOL,SPOKANE SCHOOL DISTRICT,SPOKANE COUNTY,4001 N COOK,SPOKANE,WA,99207,5880.0,5095338816,12.0,City: Midsize,No,,Yes,Yes,18.0,1.0,18.0,10.0,3.0
530502001170,1621,5305020,24350,09,12,ALTERNATIVE SCHOOL,METHOW VALLEY SCHOOL DISTRICT,OKANOGAN COUNTY,18 TWIN LAKES RD.,WINTHROP,WA,98862,9713.0,5099978006,43.0,Rural: Remote,No,,Yes,Yes,19.0,1.4,13.6,11.0,3.0
530870003051,1514,5308700,27010,09,12,ALTERNATIVE SPCL NEEDS DIV OCC,TACOMA SCHOOL DISTRICT,PIERCE COUNTY,601 S 8TH ST,TACOMA,WA,98405,4614.0,2535711040,12.0,City: Midsize,No,,,,0.0,1.0,,0.0,0.0
530825000074,1604,5308250,32081,07,12,ALTERNATIVE TAMARACK SCHOOL,SPOKANE SCHOOL DISTRICT,SPOKANE COUNTY,W 2901 FT GEORGE WRIGHT,SPOKANE,WA,99224,5253.0,5093548100,12.0,City: Midsize,No,,No,,3.0,,,,
530038000048,2671,5300380,6119,05,08,AMBOY MIDDLE SCHOOL,BATTLE GROUND SCHOOL DISTRICT,CLARK COUNTY,PO BOX 200,BATTLE GROUND,WA,98604,200.0,3608856050,42.0,Rural: Distant,No,,Yes,Yes,620.0,35.0,17.7,184.0,98.0
530528003359,5233,5305280,39209,09,12,AMERICAN ACADEMY,MOUNT ADAMS SCHOOL DISTRICT,YAKIMA COUNTY,621 SIGNAL PEAK RD,WHITE SWAN,WA,98952,,5098742324,42.0,Rural: Distant,No,,,,0.0,,,0.0,0.0
530393000701,4418,5303930,3017,-1 PK,05,AMISTAD ELEMENTARY SCHOOL,KENNEWICK SCHOOL DISTRICT,BENTON COUNTY,930 WEST 4TH AVENUE,KENNEWICK,WA,99336,6061.0,5095853410,13.0,City: Small,No,,Yes,Yes,572.0,36.46,15.7,514.0,23.0
530015000016,2467,5300150,29103,09,12,ANACORTES HIGH SCHOOL,ANACORTES SCHOOL DISTRICT,SKAGIT COUNTY,1600 20TH STREET,ANACORTES,WA,98221,2396.0,3602932166,31.0,Town: Fringe,No,,No,,809.0,36.02,22.5,155.0,67.0
530015000015,2707,5300150,29103,07,08,ANACORTES MIDDLE SCHOOL,ANACORTES SCHOOL DISTRICT,SKAGIT COUNTY,2202 M AVENUE,ANACORTES,WA,98221,3799.0,3602931230,31.0,Town: Fringe,No,,Yes,No,425.0,19.43,21.9,112.0,29.0
530846001430,2040,5308460,27001,0 KG,05,ANDERSON ISLAND ELEMENTARY,STEILACOOM HIST. SCHOOL DISTRICT,PIERCE COUNTY,510 CHAMBERS,STEILACOOM,WA,98388,,2068844901,41.0,Rural: Fringe,No,,Yes,Yes,38.0,1.46,26.0,23.0,3.0
530870003155,4575,5308700,27010,06,08,ANGELO GIAUDRONE MIDDLE SCHOOL,TACOMA SCHOOL DISTRICT,PIERCE COUNTY,4902 S ALASKA ST,TACOMA,WA,98408,,2535715811,12.0,City: Midsize,No,,Yes,Yes,640.0,36.2,17.7,445.0,56.0
530375000570,3746,5303750,17411,-1 PK,05,APOLLO ELEMENTARY,ISSAQUAH SCHOOL DISTRICT,KING COUNTY,15025 SE 117TH ST,RENTON,WA,98059,6017.0,4258377500,21.0,Suburb: Large,No,,Yes,No,596.0,39.15,15.2,83.0,28.0
530993002804,1829,5309930,21232,06,12,APOLO HIGH SCHOOL,WINLOCK SCHOOL DISTRICT,LEWIS COUNTY,405 NW BENTON,WINLOCK,WA,98596,9664.0,3607853582,42.0,Rural: Distant,No,,Yes,Yes,34.0,1.0,34.0,28.0,0.0
530771003390,5292,5307710,17001,0 KG,05,APP AT LINCOLN,SEATTLE PUBLIC SCHOOLS,KING COUNTY,4400 INTERLAKE AVENUE N,SEATTLE,WA,98103,,2062525914,11.0,City: Large,No,,No,,686.0,37.57,18.3,18.0,8.0
530972001650,3699,5309720,39208,0 KG,05,APPLE VALLEY ELEMENTARY,WEST VALLEY SCHOOL DISTRICT (YAKIMA),YAKIMA COUNTY,7 N 88TH AVENUE,YAKIMA,WA,98908,1408.0,5099652060,13.0,City: Small,No,,No,,338.0,22.78,14.8,96.0,25.0
530771001135,2730,5307710,17001,0 KG,05,ARBOR HEIGHTS ELEMENTARY SCHOOL,SEATTLE PUBLIC SCHOOLS,KING COUNTY,5950 DELRIDGE WAY SW,SEATTLE,WA,98106,1151.0,2062529250,11.0,City: Large,No,,Yes,No,360.0,26.99,13.3,88.0,25.0
530207000306,2173,5302070,32414,03,05,ARCADIA ELEMENTARY,DEER PARK SCHOOL DISTRICT,SPOKANE COUNTY,"""E. 1120 """"D"""" STREET""",DEER PARK,WA,99006,610.0,5094645700,41.0,Rural: Fringe,No,,Yes,Yes,438.0,36.2,12.1,214.0,55.0
530039000058,3633,5300390,17405,0 KG,05,ARDMORE ELEMENTARY SCHOOL,BELLEVUE SCHOOL DISTRICT,KING COUNTY,16616 NE 32ND ST.,BELLEVUE,WA,98008,2006.0,4254564700,12.0,City: Midsize,No,,Yes,Yes,343.0,26.85,12.8,124.0,37.0
530870001453,2940,5308700,27010,-1 PK,05,ARLINGTON,TACOMA SCHOOL DISTRICT,PIERCE COUNTY,3002 S 72ND ST,TACOMA,WA,98409,,2535713200,12.0,City: Midsize,No,,Yes,Yes,267.0,21.44,12.5,207.0,21.0
530825001362,2381,5308250,32081,0 KG,06,ARLINGTON ELEMENTARY,SPOKANE SCHOOL DISTRICT,SPOKANE COUNTY,6363 N SMITH ST,SPOKANE,WA,99217,7626.0,5093542100,12.0,City: Midsize,No,,Yes,Yes,597.0,37.1,16.1,363.0,76.0
530024000023,2523,5300240,31016,09,12,ARLINGTON HIGH SCHOOL,ARLINGTON SCHOOL DISTRICT,SNOHOMISH COUNTY,18821 CROWN RIDGE BLVD,ARLINGTON,WA,98223,4015.0,3606186300,22.0,Suburb: Midsize,No,,No,,1651.0,72.0,22.9,366.0,96.0
530024003065,2277,5300240,31016,-1 PK,12,ARLINGTON SPECIAL EDUC SCHOOL,ARLINGTON SCHOOL DISTRICT,SNOHOMISH COUNTY,315 N FRENCH AVE,ARLINGTON,WA,98223,3498.0,3606186200,22.0,Suburb: Midsize,No,,No,,31.0,,,7.0,0.0
530066000135,3641,5300660,18100,0 KG,05,ARMIN JAHR ELEMENTARY,BREMERTON SCHOOL DISTRICT,KITSAP COUNTY,800 DIBB STREET,BREMERTON,WA,98310,2777.0,3604734100,13.0,City: Small,No,,Yes,Yes,462.0,32.9,14.0,316.0,44.0
530591000875,3107,5305910,17417,0 KG,06,ARROWHEAD ELEMENTARY,NORTHSHORE SCHOOL DISTRICT,KING COUNTY,6725 NE ARROWHEAD DR,KENMORE,WA,98028,4343.0,4254084000,21.0,Suburb: Large,No,,Yes,No,387.0,23.88,16.2,52.0,12.0
530030003174,5082,5300300,17408,0 KG,05,ARTHUR JACOBSEN ELEMENTARY,AUBURN SCHOOL DISTRICT,KING COUNTY,29205 132ND AVE SE,AUBURN,WA,98092,,2536302441,13.0,City: Small,No,,Yes,Yes,576.0,32.75,17.6,231.0,52.0
530669000980,3299,5306690,27401,-1 PK,05,ARTONDALE ELEMENTARY SCHOOL,PENINSULA SCHOOL DISTRICT,PIERCE COUNTY,6219 40TH STREET NW,GIG HARBOR,WA,98335,7299.0,2535301100,21.0,Suburb: Large,No,,No,,414.0,26.86,15.4,71.0,15.0
530354003182,5102,5303540,17401,09,12,ARTS & ACADEMICS ACADEMY,HIGHLINE SCHOOL DISTRICT,KING COUNTY,830 SW 116TH ST,SEATTLE,WA,98146,,2066316250,21.0,Suburb: Large,No,,Yes,Yes,294.0,15.53,18.9,200.0,18.0
530465000723,3070,5304650,39120,0 KG,06,ARTZ FOX ELEMENTARY,MABTON SCHOOL DISTRICT,YAKIMA COUNTY,P.O. BOX 40,MABTON,WA,98935,40.0,5098944941,41.0,Rural: Fringe,No,,Yes,Yes,539.0,34.27,15.7,459.0,0.0
530028000027,2507,5300280,2420,-1 PK,06,ASOTIN ELEMENTARY,ASOTIN-ANATONE SCHOOL DISTRICT,ASOTIN COUNTY,PO BOX 489,ASOTIN,WA,99402,489.0,5092434147,23.0,Suburb: Small,No,,Yes,Yes,279.0,27.65,10.1,71.0,19.0
530028000028,2434,5300280,2420,06,12,ASOTIN JR SR HIGH,ASOTIN-ANATONE SCHOOL DISTRICT,ASOTIN COUNTY,PO BOX 489,ASOTIN,WA,99402,489.0,5092434151,23.0,Suburb: Small,No,,Yes,No,341.0,11.72,29.1,91.0,25.0
530585003280,5168,5305850,34003,06,08,ASPIRE MIDDLE SCHOOL,NORTH THURSTON PUBLIC SCHOOLS,THURSTON COUNTY,5900 54TH AVE SE,LACEY,WA,98513,,3604124400,22.0,Suburb: Midsize,No,,No,,304.0,14.0,21.7,68.0,28.0
530030002978,5037,5300300,17408,09,12,AUBURN MOUNTAINVIEW HIGH SCHOOL,AUBURN SCHOOL DISTRICT,KING COUNTY,28900 124TH AVE SE,AUBURN,WA,98092,,2538044539,13.0,City: Small,No,,Yes,Yes,1531.0,69.21,22.1,499.0,134.0
530030002445,4474,5300300,17408,09,12,AUBURN RIVERSIDE HIGH SCHOOL,AUBURN SCHOOL DISTRICT,KING COUNTY,501 ORAVETZ RD SE,AUBURN,WA,98092,8621.0,2538045161,41.0,Rural: Fringe,No,,Yes,No,1638.0,74.1,22.1,508.0,148.0
530030000032,2795,5300300,17408,09,12,AUBURN SENIOR HIGH SCHOOL,AUBURN SCHOOL DISTRICT,KING COUNTY,711 E MAIN ST,AUBURN,WA,98002,5601.0,2539314880,13.0,City: Small,No,,Yes,Yes,1554.0,80.99,19.2,764.0,143.0
530423000657,3548,5304230,17414,0 KG,06,AUDUBON ELEMENTARY,LAKE WASHINGTON SCHOOL DISTRICT,KING COUNTY,3045 180TH NE,REDMOND,WA,98052,5810.0,4259362500,13.0,City: Small,No,,No,,563.0,33.63,16.7,25.0,6.0
530825001363,2128,5308250,32081,-1 PK,06,AUDUBON ELEMENTARY,SPOKANE SCHOOL DISTRICT,SPOKANE COUNTY,2020 W CARLISLE AVE,SPOKANE,WA,99205,3794.0,5093542140,12.0,City: Midsize,No,,Yes,Yes,464.0,31.36,14.8,341.0,35.0
530618002689,1768,5306180,34111,09,12,AVANTI HIGH SCHOOL,OLYMPIA SCHOOL DISTRICT,THURSTON COUNTY,1113 LEGION WAY SE,OLYMPIA,WA,98501,1652.0,3605967900,13.0,City: Small,No,,No,,155.0,7.62,20.3,42.0,10.0
530696001022,3447,5306960,27003,07,09,AYLEN JR HIGH,PUYALLUP SCHOOL DISTRICT,PIERCE COUNTY,101 15TH ST NW,PUYALLUP,WA,98371,5251.0,2538418723,21.0,Suburb: Large,No,,No,,649.0,32.23,20.1,204.0,45.0
530771001157,3717,5307710,17001,0 KG,05,B F DAY ELEMENTARY SCHOOL,SEATTLE PUBLIC SCHOOLS,KING COUNTY,3921 LINDEN AV N,SEATTLE,WA,98103,7803.0,2062526010,11.0,City: Large,No,,Yes,No,324.0,23.84,13.6,83.0,18.0
530732001090,4060,5307320,3400,0 KG,05,BADGER MOUNTAIN ELEMENTARY,RICHLAND SCHOOL DISTRICT,BENTON COUNTY,1515 ELEMENTARY STREET,RICHLAND,WA,99352,8646.0,5099676225,13.0,City: Small,No,,No,,737.0,37.25,19.8,216.0,32.0
530771001173,2307,5307710,17001,-1 PK,05,BAILEY GATZERT ELEMENTARY SCHOOL,SEATTLE PUBLIC SCHOOLS,KING COUNTY,1301 E YESLER WY,SEATTLE,WA,98122,5430.0,2062522810,11.0,City: Large,No,,Yes,Yes,347.0,30.52,11.4,225.0,10.0
530033000043,2395,5300330,18303,09,12,BAINBRIDGE HIGH SCHOOL,BAINBRIDGE ISLAND SCHOOL DISTRICT,KITSAP COUNTY,9330 NE HIGH SCHOOL RD,BAINBRIDGE ISLAND,WA,98110,3695.0,2068422634,22.0,Suburb: Midsize,No,,No,,1261.0,62.51,20.2,78.0,16.0
530033003113,1939,5300330,18303,-1 PK,12,BAINBRIDGE SPECIAL EDUCATION SERVICES,BAINBRIDGE ISLAND SCHOOL DISTRICT,KITSAP COUNTY,8489 MADISON AVE NE,BAINBRIDGE ISLAND,WA,98110,2999.0,2067801068,22.0,Suburb: Midsize,No,,No,,34.0,,,0.0,0.0
530870001454,3054,5308700,27010,06,08,BAKER,TACOMA SCHOOL DISTRICT,PIERCE COUNTY,8320 S I ST,TACOMA,WA,98408,,2535715000,12.0,City: Midsize,No,,Yes,Yes,697.0,35.7,19.5,466.0,83.0
530825001364,3357,5308250,32081,-1 PK,06,BALBOA ELEMENTARY,SPOKANE SCHOOL DISTRICT,SPOKANE COUNTY,3010 W HOLYOKE AVE,SPOKANE,WA,99208,4699.0,5093542220,12.0,City: Midsize,No,,Yes,Yes,350.0,23.04,15.2,150.0,32.0
530771001138,2220,5307710,17001,09,12,BALLARD HIGH SCHOOL,SEATTLE PUBLIC SCHOOLS,KING COUNTY,1418 NW 65 ST,SEATTLE,WA,98117,5237.0,2062521000,11.0,City: Large,No,,No,,1669.0,79.2,21.1,199.0,61.0
530696001026,3750,5306960,27003,07,09,BALLOU JR HIGH,PUYALLUP SCHOOL DISTRICT,PIERCE COUNTY,9916 136TH ST E,PUYALLUP,WA,98373,5667.0,2538418725,21.0,Suburb: Large,No,,Yes,Yes,736.0,35.5,20.7,210.0,80.0
531011001686,3138,5310110,39007,-1 PK,05,BARGE-LINCOLN ELEMENTARY SCHOOL,YAKIMA SCHOOL DISTRICT,YAKIMA COUNTY,219 E I ST,YAKIMA,WA,98901,1999.0,5095735201,13.0,City: Small,No,,Yes,Yes,642.0,42.73,15.0,574.0,18.0
530111000202,3918,5301110,32356,09,12,BARKER CENTER,CENTRAL VALLEY SCHOOL DISTRICT,SPOKANE COUNTY,13313 E BROADWAY,SPOKANE VALLEY,WA,99216,5342.0,5092284050,13.0,City: Small,No,,Yes,Yes,105.0,14.0,7.5,55.0,11.0
530000300587,3323,5300003,8458,0 KG,05,BARNES ELEMENTARY,KELSO SCHOOL DISTRICT,COWLITZ COUNTY,401 BARNES,KELSO,WA,98626,,3605011500,23.0,Suburb: Small,No,,Yes,Yes,353.0,23.08,15.3,255.0,37.0
530573000846,3325,5305730,11051,0 KG,06,BASIN CITY ELEM,NORTH FRANKLIN SCHOOL DISTRICT,FRANKLIN COUNTY,PO BOX 829,CONNELL,WA,99326,829.0,5092694669,42.0,Rural: Distant,No,,Yes,Yes,436.0,31.17,14.0,343.0,53.0
530001403082,5950,5300014,27931,09,12,BATES TECHNICAL HIGH SCHOOL,BATES TECHNICAL COLLEGE,PIERCE COUNTY,1101 SOUTH YAKIMA AVENUE,TACOMA,WA,98405,4895.0,2536807261,12.0,City: Midsize,No,,No,,268.0,,,0.0,0.0
530038000049,2415,5300380,6119,09,12,BATTLE GROUND HIGH SCHOOL,BATTLE GROUND SCHOOL DISTRICT,CLARK COUNTY,PO BOX 200,BATTLE GROUND,WA,98604,200.0,3608856500,21.0,Suburb: Large,No,,Yes,No,2179.0,100.0,21.8,585.0,240.0
530078000689,4412,5300780,29100,0 KG,08,BAY VIEW ELEMENTARY,BURLINGTON-EDISON SCHOOL DISTRICT,SKAGIT COUNTY,15241 JOSH WILSON RD,BURLINGTON,WA,98233,9648.0,3607573322,41.0,Rural: Fringe,No,,No,,536.0,34.7,15.4,153.0,33.0
530285000457,2263,5302850,37502,0 KG,06,BEACH ELEM,FERNDALE SCHOOL DISTRICT,WHATCOM COUNTY,3786 CENTERVIEW ROAD,LUMMI ISLAND,WA,98262,8665.0,3603839440,42.0,Rural: Distant,No,,Yes,Yes,34.0,2.54,13.4,10.0,8.0
530141000246,3454,5301410,27400,-1 PK,05,BEACHWOOD ELEMENTARY SCHOOL,CLOVER PARK SCHOOL DISTRICT,PIERCE COUNTY,5190 NORTH DIVISON ST,JBLM LEWIS MAIN,WA,98433,1399.0,2535835260,21.0,Suburb: Large,No,,Yes,No,332.0,19.74,16.8,60.0,91.0
